answer,score,correct,cleaned_text,tokens,stemmed_tokens,lemmatized_tokens
"Level order traversal is a traversal method by which levels are visited successively starting with level 0the root node, and nodes are visited from left to right on each level, with Push and Pop methods.",2.0,0.0,level order traversal is a traversal method by which levels are visited successively starting with level 0the root node and nodes are visited from left to right on each level with push and pop methods,"['level', 'order', 'traversal', 'traversal', 'method', 'levels', 'visited', 'successively', 'starting', 'level', '0the', 'root', 'node', 'nodes', 'visited', 'left', 'right', 'level', 'push', 'pop', 'methods']",level order travers travers method level visit success start level 0the root node node visit left right level push pop method,level order traversal traversal method level visited successively starting level 0the root node node visited left right level push pop method
This is on the runtime order of lognwhere n is the number of nodes in the binary tree.,5.0,1.0,this is on the runtime order of lognwhere n is the number of nodes in the binary tree,"['runtime', 'order', 'lognwhere', 'n', 'number', 'nodes', 'binary', 'tree']",runtim order lognwher n number node binari tree,runtime order lognwhere n number node binary tree
In a binary search tree of size n it takes logncomparisons to find a specified element.,5.0,1.0,in a binary search tree of size n it takes logncomparisons to find a specified element,"['binary', 'search', 'tree', 'size', 'n', 'takes', 'logncomparisons', 'find', 'specified', 'element']",binari search tree size n take logncomparison find specifi element,binary search tree size n take logncomparisons find specified element
n minus 1 divided by 2 is the algorithm to compare and find an element.,2.0,0.0,n minus 1 divided by 2 is the algorithm to compare and find an element,"['n', 'minus', '1', 'divided', '2', 'algorithm', 'compare', 'find', 'element']",n minu 1 divid 2 algorithm compar find element,n minus 1 divided 2 algorithm compare find element
At most its equivalent to the height of the tree.,5.0,1.0,at most its equivalent to the height of the tree,"['equivalent', 'height', 'tree']",equival height tree,equivalent height tree
Logn,5.0,1.0,logn,['logn'],logn,logn
Olog n,5.0,1.0,olog n,"['olog', 'n']",olog n,olog n
Depends on what half of the tree and the levels you have.,3.5,0.0,depends on what half of the tree and the levels you have,"['depends', 'half', 'tree', 'levels']",depend half tree level,depends half tree level
Olog nin balanced trees,5.0,1.0,olog nin balanced trees,"['olog', 'nin', 'balanced', 'trees']",olog nin balanc tree,olog nin balanced tree
n minus 1,2.5,0.0,n minus 1,"['n', 'minus', '1']",n minu 1,n minus 1
logn,5.0,1.0,logn,['logn'],logn,logn
Onlogn,2.5,0.0,onlogn,['onlogn'],onlogn,onlogn
nLogn,2.0,0.0,nlogn,['nlogn'],nlogn,nlogn
logn,5.0,1.0,logn,['logn'],logn,logn
"at the minimum lognor log2, at the maximum N searches, where N is the number of nodes.",4.5,1.0,at the minimum lognor log2 at the maximum n searches where n is the number of nodes,"['minimum', 'lognor', 'log2', 'maximum', 'n', 'searches', 'n', 'number', 'nodes']",minimum lognor log2 maximum n search n number node,minimum lognor log2 maximum n search n number node
On,3.0,0.0,on,[],,
It takes at most 3 comparisons to find and element in a binary search tree,1.5,0.0,it takes at most 3 comparisons to find and element in a binary search tree,"['takes', '3', 'comparisons', 'find', 'element', 'binary', 'search', 'tree']",take 3 comparison find element binari search tree,take 3 comparison find element binary search tree
lognwhere n equals the number of nodes.,5.0,1.0,lognwhere n equals the number of nodes,"['lognwhere', 'n', 'equals', 'number', 'nodes']",lognwher n equal number node,lognwhere n equal number node
it takes as many comparisons as the number of levels of the binary search tree. it only compares one number at each level,5.0,1.0,it takes as many comparisons as the number of levels of the binary search tree it only compares one number at each level,"['takes', 'many', 'comparisons', 'number', 'levels', 'binary', 'search', 'tree', 'compares', 'one', 'number', 'level']",take mani comparison number level binari search tree compar one number level,take many comparison number level binary search tree compare one number level
At most it takes one less comparisons than the tree 's height. In big-O notation it takes Olog ncomparisons if the tree is balanced.,5.0,1.0,at most it takes one less comparisons than the tree s height in big-o notation it takes olog ncomparisons if the tree is balanced,"['takes', 'one', 'less', 'comparisons', 'tree', 'height', 'big-o', 'notation', 'takes', 'olog', 'ncomparisons', 'tree', 'balanced']",take one less comparison tree height big-o notat take olog ncomparison tree balanc,take one le comparison tree height big-o notation take olog ncomparisons tree balanced
